campaign,year,unit,subunit,site,point_name,settlements,agriculture,habitat,dunes,observations_id,latitude,longitude,date,time,date_end,time_end,activity,orientation,type,body,tail,tail_type,SciName,stones_flipped,weather,temp_shade,temp_sun,site_description,obs_snout_len,obs_tail_len,obs_regentail_len,material,obs_notes,disturbance,sv,t,regen_t,substrate,survey_protocol,count_individuals,weather_desc,wind,sex_new,age,observation_type,Column
T2,2017,Planted Conifer Forests,Judean Highlands,Amatzia,Amatzia KKL Plantings 2,NA,NA,NA,NA,,31.50751869,34.8949584,29/04/2017,13:12:00,,,immobile,near,NA,NA,NA,original,Heremites vittatus,110,NA,30.5,59,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Amatzia,Amatzia KKL Plantings 2,NA,NA,NA,NA,,31.50751869,34.8949584,29/04/2017,13:12:00,,,shelter,under,NA,NA,NA,regenerated,Ablepharus rueppellii,110,NA,30.5,59,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Amatzia,Amatzia KKL Plantings 3,NA,NA,NA,NA,,31.51439867,34.8982574,29/04/2017,12:10:00,,,shelter,under,NA,NA,NA,NA,Ablepharus rueppellii,75,NA,28.8,60,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,subadult,direct,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Amatzia,Amatzia KKL Plantings 3,NA,NA,NA,NA,,31.51439867,34.8982574,29/04/2017,12:10:00,,,shelter,under,NA,NA,NA,NA,Mediodactylus kotschyi,75,NA,28.8,60,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,NA,direct,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Amatzia,Amatzia KKL Plantings 3,NA,NA,NA,NA,,31.51439867,34.8982574,29/04/2017,12:10:00,,,shelter,under,NA,NA,NA,regenerated,Ablepharus rueppellii,75,NA,28.8,60,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Amatzia,Amatzia KKL Plantings 3,NA,NA,NA,NA,,31.51439867,34.8982574,29/04/2017,12:10:00,,,moving,near,NA,NA,NA,original,Heremites vittatus,75,NA,28.8,60,NA,NA,NA,NA,shrub,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Amatzia,Amatzia KKL Plantings 3,NA,NA,NA,NA,,31.51439867,34.8982574,29/04/2017,12:10:00,,,moving,on,NA,NA,NA,broken,Heremites vittatus,75,NA,28.8,60,NA,NA,NA,NA,shrub,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Amatzia,Amatzia KKL Plantings 3,NA,NA,NA,NA,,31.51439867,34.8982574,29/04/2017,12:10:00,,,shelter,under,NA,NA,NA,broken,Ablepharus rueppellii,75,NA,28.8,60,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Amatzia,Amatzia KKL Plantings 3,NA,NA,NA,NA,,31.51439867,34.8982574,29/04/2017,12:10:00,,,shelter,NA,NA,NA,NA,original,Ablepharus rueppellii,75,NA,28.8,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Amatzia,Amatzia KKL Plantings 3,NA,NA,NA,NA,,31.51439867,34.8982574,29/04/2017,12:10:00,,,moving,on,NA,NA,NA,original,Heremites vittatus,75,NA,28.8,60,NA,NA,NA,NA,annuals,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Eshtaol,Eshtaol KKL Plantings 3,NA,NA,NA,NA,,31.78693565,35.02194425,08/05/2017,10:10:00,,,eggshell,under,NA,NA,NA,NA,Mediodactylus kotschyi,75,NA,24.5,48,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,NA,indirect,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Eshtaol,Eshtaol KKL Plantings 3,NA,NA,NA,NA,,31.78693565,35.02194425,08/05/2017,10:10:00,,,moving,near,NA,NA,NA,original,Ablepharus rueppellii,75,NA,24.5,48,NA,NA,NA,NA,annuals,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Eshtaol,Eshtaol KKL Plantings 3,NA,NA,NA,NA,,31.78693565,35.02194425,08/05/2017,10:10:00,,,eggshell,under,NA,NA,NA,NA,Mediodactylus kotschyi,75,NA,24.5,48,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,NA,indirect,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Eshtaol,Eshtaol KKL Plantings 4,NA,NA,NA,NA,,31.78378108,35.02056972,08/05/2017,10:51:00,,,moving,near,NA,NA,NA,regenerated,Ablepharus rueppellii,80,NA,26.7,47,NA,NA,NA,NA,tree,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Eshtaol,Eshtaol KKL Plantings 4,NA,NA,NA,NA,,31.78378108,35.02056972,08/05/2017,10:51:00,,,moving,near,NA,NA,NA,original,Heremites vittatus,80,NA,26.7,47,NA,NA,NA,NA,annuals,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Galilee,Zuriel,Zuriel KKL Plantings 1,NA,NA,NA,NA,,33.01708925,35.31004318,10/05/2017,16:14:00,,,shelter,under,NA,NA,NA,broken,Mediodactylus kotschyi,75,חם ויבש,33.6,40,חפירות חזירי בר,NA,NA,NA,bark (tree),עץ אורן,NA,NA,NA,NA,NA,scan,1,dry,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Carmel,Elyakim,Elyakim KKL Plantings 1,NA,NA,NA,NA,,32.66705144,35.05568733,17/05/2017,16:06:00,,,moving,near,NA,NA,NA,regenerated,Ablepharus rueppellii,120,חמים ויבש,31.4,51.5,חפירות חזירי בר + גזם אורנים שטרם פונה,NA,NA,NA,leaf litter,בין מחטי אורנים,NA,NA,NA,NA,NA,scan,1,dry,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Carmel,Elyakim,Elyakim KKL Plantings 1,NA,NA,NA,NA,,32.66705144,35.05568733,17/05/2017,16:06:00,,,shelter,under,NA,NA,NA,original,Ablepharus rueppellii,120,חמים ויבש,31.4,51.5,חפירות חזירי בר + גזם אורנים שטרם פונה,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,dry,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Carmel,Elyakim,Elyakim KKL Plantings 1,NA,NA,NA,NA,,32.66705144,35.05568733,17/05/2017,16:06:00,,,shelter,under,NA,NA,NA,regenerated,Ablepharus rueppellii,120,חמים ויבש,31.4,51.5,חפירות חזירי בר + גזם אורנים שטרם פונה,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,dry,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Carmel,Elyakim,Elyakim KKL Plantings 2,NA,NA,NA,NA,,32.6672786,35.06301256,17/05/2017,15:27:00,,,moving,near,NA,NA,NA,NA,Ablepharus rueppellii,110,חמים ויבש,29.7,51,חפירות חזירי בר,NA,NA,NA,leaf litter,בין מחטי אורנים,NA,NA,NA,NA,NA,scan,1,dry,NA,NA,subadult,direct,NA
T2,2017,Planted Conifer Forests,Carmel,Elyakim,Elyakim KKL Plantings 3,NA,NA,NA,NA,,32.66370396,35.05617847,17/05/2017,14:48:00,,,shelter,under,NA,NA,NA,broken,Hemidactylus turcicus,100,חמים ויבש,28.1,51,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,dry,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Carmel,Elyakim,Elyakim KKL Plantings 3,NA,NA,NA,NA,,32.66370396,35.05617847,17/05/2017,14:48:00,,,moving,on,NA,NA,NA,original,Stellagama stellio,100,חמים ויבש,28.1,51,NA,NA,NA,NA,tree,קפץ לגזע קטלב,NA,NA,NA,NA,NA,scan,1,dry,NA,NA,juvenile,direct,NA
T2,2017,Planted Conifer Forests,Carmel,Elyakim,Elyakim KKL Plantings 3,NA,NA,NA,NA,,32.66370396,35.05617847,17/05/2017,14:48:00,,,shelter,under,NA,NA,NA,NA,Psammophis schokari,100,חמים ויבש,28.1,51,NA,286,137,NA,rock,מזון בבטן כנראה לטאה,NA,NA,NA,NA,NA,scan,1,dry,NA,NA,juvenile,direct,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Givat Yeshayahu,Givat Yeshaayahu KKL Plantings 1,NA,NA,NA,NA,,31.67043992,34.92066036,22/05/2017,13:02:00,,,shelter,under,NA,NA,NA,original,Ablepharus rueppellii,85,NA,33.5,66,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Inland Sands,NA,Shunra East,Shunra East Far Shifting 3,NA,Far,NA,shifting,,30.96054,34.60971,19/06/2017,17:38:00,,,tracks,NA,NA,NA,NA,NA,Lytorhynchus diadema,NA,NA,27.1,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,NA,indirect,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Aderet,Aderet KKL Plantings 2,NA,NA,NA,NA,,31.67577723,34.98668826,22/05/2017,11:40:00,,,slough,NA,NA,NA,NA,NA,Hemorrhois nummifer,90,NA,26,57.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,NA,indirect,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Aderet,Aderet KKL Plantings 3,NA,NA,NA,NA,,31.67144877,34.9880248,22/05/2017,12:11:00,,,shelter,under,NA,NA,NA,original,Mediodactylus kotschyi,75,NA,30.1,60.7,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,female,NA,direct,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Givat Yeshayahu,Givat Yeshaayahu KKL Plantings 1,NA,NA,NA,NA,,31.67043992,34.92066036,22/05/2017,13:02:00,,,slough,under,NA,NA,NA,NA,Dolichophis jugularis,85,NA,33.5,66,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,NA,indirect,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Givat Yeshayahu,Givat Yeshaayahu KKL Plantings 2,NA,NA,NA,NA,,31.66774498,34.92544158,22/05/2017,14:09:00,,,eggshell,under,NA,NA,NA,NA,Mediodactylus kotschyi,120,NA,30.5,63,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,NA,indirect,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Givat Yeshayahu,Givat Yeshaayahu KKL Plantings 3,NA,NA,NA,NA,,31.6654021,34.91739659,22/05/2017,13:35:00,,,eggshell,under,NA,NA,NA,NA,Mediodactylus kotschyi,80,NA,30.7,58,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,NA,indirect,NA
T2,2017,Planted Conifer Forests,Judean Highlands,Givat Yeshayahu,Givat Yeshaayahu KKL Plantings 3,NA,NA,NA,NA,,31.6654021,34.91739659,22/05/2017,13:35:00,,,eggshell,under,NA,NA,NA,NA,Mediodactylus kotschyi,80,NA,30.7,58,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,NA,indirect,NA
T2,2017,Planted Conifer Forests,Galilee,Meron,Meron KKL Plantings 1,NA,NA,NA,NA,,32.985778,35.4557547,24/05/2017,14:03:00,,,moving,on,NA,NA,NA,broken,Mediodactylus kotschyi,40,NA,30.5,54.5,נבירות חזירי בר; עצים מתים שלא פונו,NA,NA,NA,tree,עלגזע אורן מת נפול,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Galilee,Meron,Meron KKL Plantings 2,NA,NA,NA,NA,,32.9836214,35.46043327,24/05/2017,14:55:00,,,shelter,under,NA,NA,NA,regenerated,Hemidactylus turcicus,50,NA,28.1,56,נבירות חזירי בר; עצים נפולים שלא פונו,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Galilee,Meron,Meron KKL Plantings 3,NA,NA,NA,NA,,32.99189342,35.45548018,24/05/2017,15:47:00,,,moving,on,NA,NA,NA,NA,Phoenicolacerta laevis,60,NA,28.5,48,נבירות חזירי בר; עצים נפולים שלא פונו,NA,NA,NA,tree,מטפסת על גזע אורן כ4 מטר מעל הקרקע,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Inland Sands,NA,Beer Milka,Beer Milka Far Shifting 2,NA,Far,NA,shifting,,30.981769,34.377555,26/06/2017,19:34:00,,,tracks,NA,NA,NA,NA,NA,Scincus scincus,NA,NA,30.7,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,NA,indirect,NA
T2,2017,Planted Conifer Forests,Galilee,Kabri,Kabri KKL Plantings 1,NA,NA,NA,NA,,33.02051057,35.16410644,24/05/2017,17:47:00,,,shelter,under,NA,NA,NA,NA,Psammophis schokari,95,NA,26.3,31,NA,535,290,NA,rock,דגם מקווקו כהה,NA,NA,NA,NA,NA,scan,1,NA,NA,male,NA,direct,NA
T2,2017,Planted Conifer Forests,Galilee,Kabri,Kabri KKL Plantings 1,NA,NA,NA,NA,,33.02051057,35.16410644,24/05/2017,17:47:00,,,moving,near,NA,NA,NA,regenerated,Ablepharus rueppellii,95,NA,26.3,31,NA,NA,NA,NA,leaf litter,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Galilee,Kabri,Kabri KKL Plantings 1,NA,NA,NA,NA,,33.02051057,35.16410644,24/05/2017,17:47:00,,,shelter,under,NA,NA,NA,original,Ablepharus rueppellii,95,NA,26.3,31,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Galilee,Kabri,Kabri KKL Plantings 1,NA,NA,NA,NA,,33.02051057,35.16410644,24/05/2017,17:47:00,,,shelter,under,NA,NA,NA,broken,Ablepharus rueppellii,95,NA,26.3,31,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Galilee,Kabri,Kabri KKL Plantings 1,NA,NA,NA,NA,,33.02051057,35.16410644,24/05/2017,17:47:00,,,shelter,under,NA,NA,NA,original,Ablepharus rueppellii,95,NA,26.3,31,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Galilee,Kabri,Kabri KKL Plantings 2,NA,NA,NA,NA,,33.02024909,35.15766172,24/05/2017,18:31:00,,,shelter,under,NA,NA,NA,regenerated,Ablepharus rueppellii,95,NA,24.5,31.5,נבירות חזירי בר,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Galilee,Kabri,Kabri KKL Plantings 2,NA,NA,NA,NA,,33.02024909,35.15766172,24/05/2017,18:31:00,,,eggshell,on,NA,NA,NA,NA,Testudo graeca,95,NA,24.5,31.5,נבירות חזירי בר,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,NA,indirect,NA
T2,2017,Planted Conifer Forests,Galilee,Kabri,Kabri KKL Plantings 2,NA,NA,NA,NA,,33.02024909,35.15766172,24/05/2017,18:31:00,,,moving,near,NA,NA,NA,regenerated,Ablepharus rueppellii,95,NA,24.5,31.5,נבירות חזירי בר,NA,NA,NA,leaf litter,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,subadult,direct,NA
T2,2017,Planted Conifer Forests,Galilee,Kabri,Kabri KKL Plantings 3,NA,NA,NA,NA,,33.02076963,35.17121742,24/05/2017,17:12:00,,,moving,near,NA,NA,NA,original,Heremites vittatus,65,NA,26.1,40.7,NA,NA,NA,NA,rock,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Planted Conifer Forests,Galilee,Kabri,Kabri KKL Plantings 3,NA,NA,NA,NA,,33.02076963,35.17121742,24/05/2017,17:12:00,,,moving,near,NA,NA,NA,original,Pseudopus apodus,65,NA,26.1,40.7,NA,440,590,NA,crevice (rock),NA,NA,NA,NA,NA,NA,scan,1,NA,NA,male,NA,direct,NA
T2,2017,Inland Sands,NA,Secher,Secher Far Semi-Shifting 4,NA,Far,NA,semi-shifting,,31.10849,34.778464,01/07/2017,19:01:00,,,tracks,NA,NA,NA,NA,NA,Varanus griseus,NA,NA,21,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,NA,indirect,NA
T2,2017,Planted Conifer Forests,Galilee,Kabri,Kabri KKL Plantings 3,NA,NA,NA,NA,,33.02076963,35.17121742,24/05/2017,17:12:00,,,slough,in,NA,NA,NA,NA,Hemorrhois nummifer,65,NA,26.1,40.7,NA,NA,NA,NA,crevice (rock),NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,NA,indirect,NA
T2,2017,Inland Sands,NA,Beer Milka,Beer Milka Far Semi-Shifting 2,NA,Far,NA,semi-shifting,,30.924331,34.454255,14/06/2017,17:18:00,,,moving,near,NA,NA,NA,broken,Acanthodactylus scutellatus,NA,NA,NA,NA,NA,NA,NA,NA,shrub,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,neonate,direct,NA
T2,2017,Inland Sands,NA,Beer Milka,Beer Milka Far Semi-Shifting 2,NA,Far,NA,semi-shifting,,30.924331,34.454255,14/06/2017,17:18:00,,,moving,on,NA,NA,NA,NA,Acanthodactylus scutellatus,NA,NA,NA,NA,NA,NA,NA,NA,sand,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Inland Sands,NA,Beer Milka,Beer Milka Far Semi-Shifting 2,NA,Far,NA,semi-shifting,,30.924331,34.454255,14/06/2017,17:18:00,,,moving,on,NA,NA,NA,NA,Acanthodactylus scutellatus,NA,NA,NA,NA,NA,NA,NA,NA,sand,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,neonate,direct,NA
T2,2017,Inland Sands,NA,Beer Milka,Beer Milka Far Semi-Shifting 2,NA,Far,NA,semi-shifting,,30.924331,34.454255,14/06/2017,17:18:00,,,moving,on,NA,NA,NA,NA,Acanthodactylus scutellatus,NA,NA,NA,NA,NA,NA,NA,NA,sand,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Inland Sands,NA,Beer Milka,Beer Milka Far Shifting 2,NA,Far,NA,shifting,,30.981769,34.377555,26/06/2017,19:34:00,,,tracks,NA,NA,NA,NA,NA,Lytorhynchus diadema,NA,NA,30.7,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,NA,indirect,NA
T2,2017,Inland Sands,NA,Beer Milka,Beer Milka Far Semi-Shifting 2,NA,Far,NA,semi-shifting,,30.924331,34.454255,14/06/2017,17:18:00,,,tracks,NA,NA,NA,NA,NA,Chalcides sepsoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trail,1,NA,NA,NA,NA,indirect,NA
T2,2017,Inland Sands,NA,Beer Milka,Beer Milka Far Semi-Shifting 2,NA,Far,NA,semi-shifting,,30.924331,34.454255,14/06/2017,17:18:00,,,tracks,NA,NA,NA,NA,NA,Varanus griseus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,NA,indirect,NA
T2,2017,Inland Sands,NA,Beer Milka,Beer Milka Far Semi-Shifting 2,NA,Far,NA,semi-shifting,,30.924331,34.454255,14/06/2017,17:18:00,,,moving,on,NA,NA,NA,original,Acanthodactylus scutellatus,NA,NA,NA,NA,NA,NA,NA,NA,sand,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Inland Sands,NA,Beer Milka,Beer Milka Far Shifting 3,NA,Far,NA,shifting,,30.915613,34.446467,14/06/2017,15:51:00,,,moving,near,NA,NA,NA,original,Acanthodactylus aegyptius,NA,הרוח בלילה טשטשה את העקבות בשביל הטשטוש,NA,NA,NA,NA,NA,NA,shrub,NA,NA,NA,NA,NA,NA,scan,1,NA,NA,NA,adult,direct,NA
T2,2017,Inland Sands,NA,Beer Milka,Beer Milka Near Shifting 1,NA,Near,NA,shifting,,30.92798,34.422743,14/06/2017,19:57:00,,,tracks,NA,NA,NA,NA,NA,Chalcides sepsoides,NA,רוח ערה,27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trail,1,NA,medium,NA,NA,indirect,NA
